Season,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Player-additional
2021-22,Isaiah Hartenstein,C,23,LAC,68,1216,22,0.664,0.082,0.361,10.5,18.2,14.5,20.5,2,5.4,16.5,18.4,3.3,2.2,5.5,0.215,1.4,3.1,4.5,2,harteis01
2021-22,Udonis Haslem,C,41,MIA,13,83,8.6,0.495,0.129,0.097,5.6,28.2,17.1,7.4,0.6,1.3,13.4,20,-0.1,0.1,0.1,0.033,-6.4,-0.7,-7.1,-0.1,hasleud01
2021-22,Sam Hauser,SF,24,BOS,26,158,14.8,0.65,0.88,0,3.5,16,9.9,9.1,0.3,1.2,3.8,14.5,0.4,0.2,0.6,0.171,2.7,-0.3,2.3,0.2,hausesa01
2021-22,Jaxson Hayes,C,21,NOP,70,1398,18.5,0.68,0.143,0.472,8.9,16.2,12.5,4.7,1.2,3.8,10.1,16.4,3.7,1.3,5.1,0.174,0.6,-0.3,0.2,0.8,hayesja02
2021-22,Killian Hayes,PG,20,DET,66,1647,9.3,0.461,0.364,0.161,2.2,12,6.9,24.6,2.3,1.9,18.4,15.7,-1,1.5,0.5,0.014,-4.3,0.8,-3.5,-0.6,hayeski01
2021-22,Gordon Hayward,SF,31,CHO,49,1564,15.1,0.57,0.357,0.241,2.5,12.8,7.6,16.1,1.4,1.3,10.6,20.7,1.9,1,2.8,0.087,0.1,-0.8,-0.7,0.5,haywago01
2021-22,Aaron Henry,SF,22,PHI,6,17,-7.4,0.2,0.2,0,0,6.5,3.3,0,0,10.6,28.6,18.5,-0.1,0,-0.1,-0.306,-14,-2.4,-16.5,-0.1,henryaa01
2021-22,Juancho Hernangómez,PF,26,TOT,40,445,11.5,0.542,0.651,0.321,7,17.1,12.2,6,1.6,2,11.7,13.4,0.3,0.6,0.9,0.095,-0.7,0.1,-0.6,0.2,hernaju01
2021-22,Juancho Hernangómez,PF,26,BOS,18,96,3.8,0.307,0.667,0.333,10.4,17.6,14.1,4,2.1,1.9,16.2,17,-0.3,0.2,-0.1,-0.05,-6.9,-1.4,-8.3,-0.2,hernaju01
2021-22,Juancho Hernangómez,PF,26,SAS,5,51,9,0.451,0.5,0.667,8.2,22.8,15.4,6.9,0.9,1.6,20.5,8.1,0,0.1,0.1,0.055,-2.4,-0.1,-2.5,0,hernaju01
2021-22,Juancho Hernangómez,PF,26,UTA,17,298,14.5,0.638,0.658,0.288,5.7,16,11,6.5,1.5,2.1,8.9,13.2,0.6,0.4,0.9,0.149,1.5,0.7,2.2,0.3,hernaju01
2021-22,Willy Hernangómez,C,27,NOP,50,839,22.2,0.582,0.037,0.431,18.5,26.3,22.3,11.9,1.2,2.2,11.6,22.5,2.2,0.9,3.2,0.18,1.8,-1.5,0.2,0.5,hernawi01
2021-22,Tyler Herro,SG,22,MIA,66,2151,16.2,0.561,0.391,0.195,1.7,15.4,8.7,20.9,1,0.4,12.5,28.8,1.3,2.4,3.8,0.084,1.6,-0.9,0.7,1.5,herroty01
2021-22,Buddy Hield,SG,29,TOT,81,2499,12.9,0.548,0.652,0.116,2.9,12.8,7.8,13.8,1.4,0.9,11.7,22.4,0.8,1.1,1.9,0.036,0.5,-1.7,-1.2,0.5,hieldbu01
2021-22,Buddy Hield,SG,29,SAC,55,1574,11.9,0.54,0.714,0.133,2.9,12.4,7.6,10,1.5,0.8,10.9,22.5,0,0.8,0.7,0.023,0.2,-1.5,-1.3,0.3,hieldbu01
2021-22,Buddy Hield,SG,29,IND,26,925,14.5,0.563,0.546,0.086,2.7,13.4,8,20.3,1.3,0.9,13,22.4,0.8,0.3,1.1,0.059,1.1,-2.2,-1.1,0.2,hieldbu01
2021-22,Haywood Highsmith,SF,25,MIA,19,163,7,0.446,0.609,0.109,7.1,10.9,9,5.1,0.6,1.9,5.9,14,0,0.2,0.1,0.041,-3.3,-1.3,-4.6,-0.1,highsha01
2021-22,George Hill,PG,35,MIL,54,1253,10.2,0.552,0.487,0.225,3.3,9.7,6.6,12.4,1.6,0.5,11.9,11.7,1.3,1,2.3,0.087,-2.2,0.6,-1.6,0.1,hillge01
2021-22,Malcolm Hill,SF-SG,26,TOT,19,212,12.7,0.619,0.692,0.269,5.8,12.6,9.2,5,1.6,1.2,4.9,12.7,0.4,0.2,0.6,0.126,-1.1,-0.5,-1.6,0,hillma01
2021-22,Malcolm Hill,SG,26,ATL,3,46,19,0.871,0.625,0.5,4.8,9.5,7.1,2.9,4.3,1.9,0,9.3,0.2,0.1,0.2,0.252,0.3,3.5,3.8,0.1,hillma01
2021-22,Malcolm Hill,SF,26,CHI,16,166,11,0.568,0.705,0.227,6.1,13.5,9.8,5.6,0.9,1,5.8,13.6,0.2,0.1,0.3,0.091,-1.5,-1.6,-3.1,0,hillma01
2021-22,Solomon Hill,SF,30,ATL,13,139,3.3,0.2,0.65,0,4.8,13.3,9.1,10.3,1.4,1.3,4.8,6.6,-0.1,0.1,0,-0.006,-5.2,1.2,-4,-0.1,hillso01
2021-22,Nate Hinton,SG,22,IND,2,2,-45.2,0,0,0,0,0,0,0,0,0,50,42.8,-0.1,0,-0.1,-1.231,-28.1,-14.5,-42.6,0,hintona01
2021-22,Jaylen Hoard,SF,22,OKC,7,240,18,0.536,0.278,0.156,12.7,23.5,18,11.6,1.2,1.9,7.7,18.7,0.3,0.3,0.6,0.118,1.2,-2.1,-0.9,0.1,hoardja01
2021-22,Aaron Holiday,PG,25,TOT,63,1021,12.6,0.544,0.305,0.201,2.6,10.3,6.5,20.7,2,0.7,15.4,18.7,0.5,0.9,1.5,0.068,-1.9,0.3,-1.7,0.1,holidaa01
2021-22,Aaron Holiday,PG,25,WAS,41,663,11.3,0.547,0.313,0.164,1.5,9.5,5.6,17.1,1.8,1.2,14.5,18,0.1,0.4,0.5,0.038,-2.4,0.3,-2.1,0,holidaa01
2021-22,Aaron Holiday,PG,25,PHO,22,358,14.9,0.538,0.29,0.266,4.6,11.7,8.2,27.4,2.4,0,16.8,20,0.4,0.5,0.9,0.125,-1,0.3,-0.8,0.1,holidaa01
2021-22,Jrue Holiday,PG,31,MIL,67,2207,19.8,0.593,0.336,0.189,3.4,10.9,7.2,31.8,2.4,1.3,15,23.5,4.5,2.4,6.9,0.15,2.9,0.3,3.2,2.9,holidjr01
2021-22,Justin Holiday,SF-SG,32,TOT,74,2057,9.5,0.543,0.728,0.094,1.5,8.8,5.1,8.6,1.3,1.4,9.2,15.8,0.8,0.6,1.4,0.033,-1.4,-0.8,-2.2,-0.1,holidju01
2021-22,Justin Holiday,SF,32,IND,49,1416,10.3,0.568,0.734,0.09,1.4,9.4,5.3,8.8,1.2,1.1,9.3,15.9,1,0.3,1.4,0.047,-0.8,-0.8,-1.7,0.1,holidju01
2021-22,Justin Holiday,SG,32,SAC,25,641,7.9,0.488,0.716,0.103,1.8,7.5,4.7,8.1,1.6,2,9,15.7,-0.3,0.3,0,0.004,-2.6,-0.8,-3.4,-0.2,holidju01
2021-22,Richaun Holmes,C,28,SAC,45,1074,17.8,0.689,0.017,0.3,9.3,22.9,16.1,6.8,0.8,3.3,14.2,15.8,2.4,0.9,3.2,0.145,-0.4,-0.1,-0.5,0.4,holmeri01
2021-22,Rodney Hood,PF-SF,29,TOT,52,709,7.2,0.493,0.58,0.121,2.3,9.1,5.8,6.9,1,0.8,6.2,10.7,0.2,0.5,0.7,0.048,-3,-0.3,-3.3,-0.2,hoodro01
2021-22,Rodney Hood,PF,29,MIL,39,581,6.7,0.47,0.611,0.107,2.4,9.7,6.1,6.5,1,0.7,4.9,10.6,0.1,0.4,0.5,0.042,-3.2,-0.2,-3.5,-0.2,hoodro01
2021-22,Rodney Hood,SF,29,LAC,13,128,9.3,0.603,0.423,0.192,1.7,6.4,4.1,8.5,1.1,1.3,12.4,11.1,0.1,0.1,0.2,0.075,-1.8,-0.5,-2.4,0,hoodro01
2021-22,Scotty Hopson,SG,32,OKC,1,18,0.1,0.5,0.25,0,0,5.8,2.9,8.1,0,0,33.3,14.4,-0.1,0,0,-0.132,-8.7,-2.9,-11.6,0,hopsosc01
2021-22,Al Horford,C,35,BOS,69,2005,16.7,0.574,0.466,0.167,6,22.2,14.3,16.4,1.2,4.2,9.6,14.8,3.7,3.8,7.6,0.181,1.4,2.9,4.3,3.2,horfoal01
2021-22,Talen Horton-Tucker,SG,21,LAL,60,1511,11,0.503,0.338,0.232,2.6,11.1,6.9,14.9,1.9,1.7,12.1,19.2,-0.2,1.2,1.1,0.033,-3.2,-0.2,-3.3,-0.5,hortota01
2021-22,Danuel House Jr.,SF,28,TOT,42,727,10.6,0.555,0.591,0.293,2.8,13.8,8.4,8.4,1.4,2.1,12.9,15.2,0.4,0.7,1,0.068,-1.3,0.2,-1.1,0.2,houseda01
2021-22,Danuel House Jr.,SF,28,HOU,16,233,6.8,0.467,0.459,0.257,1.9,18.5,10.1,11.5,1,1.9,17.9,18.3,-0.3,0.1,-0.2,-0.049,-4.8,-0.7,-5.6,-0.2,houseda01
2021-22,Danuel House Jr.,SF,28,NYK,1,3,-13.4,0,1,0,0,0,0,0,0,0,0,14.6,0,0,0,-0.342,-12.6,-7.8,-20.4,0,houseda01
2021-22,Danuel House Jr.,SF,28,UTA,25,491,12.5,0.61,0.667,0.317,3.2,11.7,7.6,7,1.6,2.2,9.7,13.8,0.7,0.6,1.3,0.125,0.5,0.7,1.2,0.4,houseda01
2021-22,Dwight Howard,C,36,LAL,60,971,18.2,0.657,0.068,0.667,13.1,26.3,19.7,5,1.7,3.3,14.2,14.6,2.2,1.3,3.5,0.174,-0.2,0,-0.2,0.4,howardw01
2021-22,Markus Howard,SG,22,DEN,31,176,16.1,0.567,0.693,0.228,1.3,6.1,3.8,6.2,2.5,0,5.9,29.4,0.1,0.2,0.3,0.082,0.8,-2,-1.2,0,howarma02
2021-22,Kevin Huerter,SF,23,ATL,74,2188,11.9,0.57,0.541,0.068,1.6,11,6.4,13.2,1.2,1.1,10.4,17.5,1.8,1,2.8,0.062,-0.5,-0.7,-1.2,0.4,huertke01
2021-22,Jay Huff,C,23,LAL,4,20,0.6,0,0.667,0,5.4,16.1,10.8,5.9,2.4,4.5,25,8.6,-0.1,0,0,-0.117,-8.3,0.9,-7.4,0,huffja01
2021-22,Elijah Hughes,SG-SF,23,TOT,36,434,5.4,0.426,0.66,0.063,1.5,13.4,7.3,7.2,1.6,1.8,10.3,16.5,-0.6,0.3,-0.4,-0.043,-5.2,-1.7,-6.9,-0.5,hugheel01
2021-22,Elijah Hughes,SF,23,UTA,14,112,10.5,0.576,0.778,0.083,2,14.2,8.3,7.6,1.8,0.8,15.8,17.2,0,0.1,0.1,0.063,-1.2,-0.3,-1.5,0,hugheel01
2021-22,Elijah Hughes,SG,23,POR,22,322,3.7,0.375,0.62,0.056,1.3,13.1,7,7.1,1.5,2.1,8.3,16.2,-0.7,0.1,-0.5,-0.079,-6.6,-2.3,-8.8,-0.6,hugheel01
2021-22,Feron Hunt,SF,22,NYK,2,8,-3,0,0,0,13.2,0,6.7,16,6.3,0,33.3,16.4,-0.1,0,0,-0.234,-12.3,1,-11.3,0,huntfe01
2021-22,De'Andre Hunter,SF,24,ATL,53,1577,10.6,0.547,0.339,0.289,1.8,10.4,6.1,6.1,1.1,1.2,9.6,19.9,0.4,0.7,1.1,0.034,-2.4,-1.5,-3.9,-0.8,huntede01
2021-22,Chandler Hutchison,SF,25,PHO,6,22,1,0.694,0,1,0,23.8,12.2,10.5,0,0,58.1,13.5,-0.1,0,0,-0.086,-8,-0.5,-8.5,0,hutchch01
2021-22,Bones Hyland,SG,21,DEN,69,1310,14.4,0.558,0.627,0.219,1.2,14.4,8,21.2,1.5,1.4,12.1,23.8,1.1,1.3,2.4,0.088,0.3,-0.7,-0.4,0.5,hylanbo01
2021-22,Serge Ibaka,C,32,TOT,54,877,14.4,0.579,0.334,0.149,7.7,22.2,15.1,8.4,0.6,3.3,12,17.8,0.8,1.1,2,0.108,-1.3,-0.2,-1.5,0.1,ibakase01
2021-22,Serge Ibaka,C,32,LAC,35,538,14.9,0.567,0.323,0.151,8.1,21,14.8,10.2,0.6,4.1,13.9,19.4,0.3,0.8,1.1,0.096,-1.3,0.3,-1,0.1,ibakase01
2021-22,Serge Ibaka,C,32,MIL,19,339,13.7,0.601,0.356,0.144,7,23.9,15.7,5.4,0.6,2,8.3,15.2,0.5,0.4,0.9,0.128,-1.4,-1,-2.4,0,ibakase01
2021-22,Andre Iguodala,SF,38,GSW,31,603,12.3,0.478,0.612,0.165,3.9,13.9,9.1,24.7,2.2,3.5,17.7,11.4,0.5,1.1,1.6,0.125,-0.9,3.7,2.7,0.7,iguodan01
2021-22,Joe Ingles,SF,34,UTA,45,1122,10,0.551,0.789,0.077,1.2,11.2,6.4,19,1,0.4,13.5,13.2,1.3,0.9,2.2,0.094,-0.7,0.5,-0.3,0.5,inglejo01
2021-22,Brandon Ingram,SF,24,NOP,55,1869,18.7,0.554,0.23,0.328,2,17.3,9.5,27.8,0.9,1.3,11.8,29.3,2.5,1.3,3.9,0.099,2.6,-0.6,2,1.9,ingrabr01
2021-22,Kyrie Irving,PG,29,BRK,29,1091,21.4,0.592,0.388,0.209,1.6,10.8,6.3,25.2,1.8,1.4,9.8,29.4,2.4,0.9,3.3,0.147,4.2,-1.2,3,1.4,irvinky01
2021-22,Wes Iwundu,SF,27,ATL,3,82,7.1,0.557,0.278,0.222,4,13.3,8.7,0,0.6,0,4.8,11.1,0.1,0,0.1,0.046,-4.1,-2.7,-6.8,-0.1,iwundwe01
2021-22,Frank Jackson,PG,23,DET,53,1164,10.6,0.53,0.578,0.215,1.7,6.7,4,7.6,1.1,0.7,6.7,20.9,0.3,0.4,0.7,0.031,-1.8,-1.7,-3.5,-0.4,jacksfr01
2021-22,Isaiah Jackson,PF,20,IND,36,541,20.5,0.607,0.078,0.427,12.2,18.7,15.4,2.9,2.3,8.4,14,22.5,0.7,0.7,1.4,0.126,-1.6,0.1,-1.5,0.1,jacksis01
2021-22,Jaren Jackson Jr.,PF,22,MEM,78,2126,17,0.535,0.387,0.333,5.7,16.9,11.2,5.8,1.6,7.4,9.9,25.4,1.7,3.7,5.4,0.121,-0.9,0.8,-0.1,1,jacksja02
2021-22,Josh Jackson,SF,24,TOT,51,830,9.5,0.491,0.433,0.257,2.6,16.4,9.2,10,1.5,2.4,12.3,19.7,-0.7,0.7,0,0.001,-4.1,-0.4,-4.5,-0.5,jacksjo02
2021-22,Josh Jackson,SF,24,DET,39,707,9.9,0.501,0.45,0.223,2.5,17.1,9.4,10.7,1.4,2.3,12.1,19,-0.4,0.6,0.2,0.013,-3.5,-0.2,-3.7,-0.3,jacksjo02
2021-22,Josh Jackson,SF,24,SAC,12,123,7.1,0.446,0.347,0.429,3.5,12.5,8,5.8,2,2.8,13.4,23.5,-0.3,0.1,-0.2,-0.067,-7.2,-2,-9.2,-0.2,jacksjo02
2021-22,Justin Jackson,SF,26,TOT,7,37,7.7,0.472,0.6,0.133,3,16.9,10.1,7.1,0,0,5.9,19.7,0,0,0,0.032,-2.2,-1.1,-3.3,0,jacksju01
2021-22,Justin Jackson,SF,26,BOS,1,2,22.7,0.532,0,2,0,0,0,0,0,0,0,41.4,0,0,0,0.251,1.9,-4.4,-2.5,0,jacksju01
2021-22,Justin Jackson,SF,26,PHO,6,35,6.8,0.464,0.643,0,3.1,17.9,10.7,7.5,0,0,6.7,18.4,0,0,0,0.019,-2.5,-0.9,-3.4,0,jacksju01
2021-22,Reggie Jackson,SG,31,LAC,75,2337,12.1,0.488,0.419,0.133,1.8,10.2,6.1,24.6,1.2,0.5,11.8,27.6,-1.7,2,0.4,0.008,-1.4,-1.6,-3,-0.6,jacksre01
2021-22,LeBron James,PF,37,LAL,56,2084,26.2,0.619,0.367,0.275,3.3,20.4,11.8,30.6,1.7,2.5,12.5,32.3,5.2,2.3,7.5,0.172,6.9,0.8,7.7,5.1,jamesle01
2021-22,DeJon Jarreau,SG,24,IND,1,1,0,,,,0,0,0,0,0,0,,0,0,0,0,-0.022,-6.5,-1.5,-8,0,jarrede01
2021-22,DaQuan Jeffries,SG,24,MEM,3,9,8.4,0.5,0.5,0,0,23.8,11.6,14,0,0,0,9.1,0,0,0,0.099,-5.8,0.9,-4.9,0,jeffrda01
2021-22,Ty Jerome,SG,24,OKC,48,801,11.3,0.488,0.567,0.143,2.4,7.7,5,21.3,1.8,0.6,9.6,20.8,0,0.5,0.5,0.032,-2.2,-0.2,-2.3,-0.1,jeromty01
2021-22,Isaiah Joe,SG,22,PHI,55,609,7.7,0.519,0.763,0.175,1.1,9,5.1,8.1,1.1,0.4,9.1,15.5,0,0.4,0.4,0.035,-3.1,-1.5,-4.6,-0.4,joeis01
2021-22,Alize Johnson,PF,25,TOT,23,167,10.7,0.463,0.103,0.308,18.8,22.1,20.4,7.1,1.5,0,21.3,14.8,0,0.1,0.1,0.041,-3.6,-1.8,-5.5,-0.1,johnsal02
2021-22,Alize Johnson,PF,25,CHI,16,121,10.2,0.537,0.087,0.304,15,18.5,16.7,8.6,1.2,0,23.5,12.4,0.1,0.1,0.2,0.063,-3.4,-0.6,-4,-0.1,johnsal02
2021-22,Alize Johnson,PF,25,WAS,3,18,5.7,0.311,0.333,0.167,31.3,42.4,36.9,0,0,0,31.8,23.3,-0.1,0,-0.1,-0.183,-7.7,-8.3,-16.1,-0.1,johnsal02
2021-22,Alize Johnson,PF,25,NOP,4,28,15.9,0.383,0,0.4,27.1,24.3,25.7,4.9,3.5,0,7.8,19.6,0,0,0.1,0.088,-1.9,-3,-4.9,0,johnsal02
2021-22,B.J. Johnson,SF,26,ORL,4,65,12.1,0.52,0.4,0,9.7,14.7,12.2,0,0,1.4,0,16.7,0.1,0,0.1,0.065,-0.7,-3.9,-4.7,0,johnsbj01
2021-22,Cameron Johnson,PF,25,PHO,66,1730,15.2,0.625,0.644,0.188,2.7,14,8.5,7.7,1.6,0.8,6.7,17.5,3.2,2.4,5.6,0.156,2,0.7,2.7,2.1,johnsca02
2021-22,David Johnson,SG,20,TOR,2,2,-20,0,1,0,0,0,0,0,0,0,0,21.4,0,0,0,-0.495,-19,-8.7,-27.7,0,johnsda08
2021-22,Jalen Johnson,PF,20,ATL,22,120,11.3,0.59,0.317,0.171,1.8,21.8,11.9,3.7,1.2,1.5,17,19.3,-0.1,0.1,0,0.013,-3.9,-1.1,-4.9,-0.1,johnsja05
2021-22,James Johnson,PF,34,BRK,62,1191,10.3,0.513,0.277,0.179,4.8,14.6,9.8,14.5,1.2,2.6,12.7,13.7,0.6,1.1,1.7,0.068,-2.7,0.6,-2.2,-0.1,johnsja01
2021-22,Joe Johnson,SG,40,BOS,1,2,38.7,1,0,0,0,0,0,0,0,0,0,22,0,0,0,0.335,12.1,2.8,15,0,johnsjo02
2021-22,Keldon Johnson,SF,22,SAS,75,2392,15.2,0.574,0.395,0.231,3.5,16.7,10,9.5,1.2,0.5,7.6,21.3,2.9,2,4.9,0.098,0.7,-1.2,-0.5,0.9,johnske04
2021-22,Keon Johnson,SG,19,TOT,37,697,8.7,0.453,0.368,0.188,3.7,9.1,6.3,16.3,2,1.7,13.5,21.2,-0.8,0.4,-0.5,-0.031,-4,-2,-5.9,-0.7,johnske07
2021-22,Keon Johnson,SG,19,LAC,15,135,9.4,0.44,0.216,0.412,4.8,11.4,8.2,13.7,2.5,1.3,10.4,21.9,-0.1,0.2,0.1,0.018,-6,0.3,-5.7,-0.1,johnske07
2021-22,Keon Johnson,SG,19,POR,22,562,8.5,0.457,0.403,0.136,3.4,8.5,5.9,17,1.8,1.8,14.3,21.1,-0.7,0.2,-0.5,-0.043,-3.5,-2.5,-6,-0.6,johnske07
2021-22,Stanley Johnson,PF,25,LAL,48,1094,10.5,0.564,0.418,0.295,3.4,11.9,7.6,9.8,1.9,1.1,11,12.5,0.9,0.9,1.8,0.079,-2.8,0.1,-2.7,-0.2,johnsst04
2021-22,Tyler Johnson,PG,29,TOT,6,91,7.1,0.425,0.65,0,3.5,10.7,7.1,9.5,1.6,2.8,9.1,10.5,0,0.1,0.1,0.033,-3.9,0.8,-3,0,johnsty01
2021-22,Tyler Johnson,PG,29,PHI,3,38,9.4,0.55,0.7,0,3,14.4,8.8,7.4,1.3,2.4,9.1,13,0,0,0.1,0.072,-2.4,0.5,-2,0,johnsty01
2021-22,Tyler Johnson,PG,29,SAS,3,53,5.5,0.3,0.6,0,3.9,8,5.9,11,1.8,3.2,9.1,8.8,0,0,0,0.006,-4.9,1.1,-3.8,0,johnsty01
2021-22,Nikola Jokić,C,26,DEN,74,2476,32.8,0.661,0.22,0.357,9.6,35.5,23,42.6,2.2,2.3,15.6,31.9,10.8,4.5,15.2,0.296,9.2,4.5,13.7,9.8,jokicni01
2021-22,Carlik Jones,PG,24,TOT,5,23,-1.8,0.202,0.111,0.222,4.8,9.7,7.3,26.7,2.2,0,23.3,25.1,-0.2,0,-0.1,-0.285,-11.3,-4.2,-15.5,-0.1,jonesca03
2021-22,Carlik Jones,PG,24,DAL,3,19,-4,0.127,0.143,0.286,5.8,11.7,8.8,32.3,2.6,0,27.6,25.8,-0.2,0,-0.1,-0.338,-13,-4.3,-17.3,-0.1,jonesca03
2021-22,Carlik Jones,PG,24,DEN,2,4,8.9,0.5,0,0,0,0,0,0,0,0,0,21.9,0,0,0,-0.03,-3,-3.7,-6.7,0,jonesca03
2021-22,Damian Jones,C,26,SAC,56,1017,18.3,0.701,0.109,0.492,7.9,18.5,13.2,10.2,1.2,4,15.4,16.2,2.4,0.9,3.3,0.156,-0.2,0.5,0.3,0.6,jonesda03
2021-22,Derrick Jones Jr.,PF,24,CHI,51,899,13,0.633,0.313,0.359,7.6,13.6,10.6,4.4,1.4,3.2,11.7,12.5,1.4,0.8,2.2,0.119,-1.5,0.5,-0.9,0.2,jonesde02
2021-22,Herbert Jones,PF,23,NOP,78,2335,12.3,0.573,0.293,0.283,4.5,9.6,7,10,2.7,2.5,13.4,13.7,2.1,2.5,4.6,0.096,-2,1.5,-0.5,0.9,joneshe01
2021-22,Jemerrio Jones,SF,26,LAL,2,15,14.8,0.667,0,0,14.4,7.1,10.8,0,3.2,0,0,8.6,0,0,0.1,0.17,-1.1,0.1,-1,0,jonesje01
2021-22,Kai Jones,C,21,CHO,21,63,9.2,0.628,0.143,0.571,5,13.7,9.2,8.6,0.8,3,25.5,15.9,0,0,0,0.009,-5.2,-1.4,-6.6,-0.1,joneska01
2021-22,Mason Jones,SG,23,LAL,4,51,17.8,0.625,0.267,1,2.1,18.9,10.5,10.9,1.9,0,4.4,19,0.2,0,0.2,0.201,-1.2,0.3,-0.9,0,jonesma05
2021-22,Tre Jones,PG,22,SAS,69,1148,15,0.545,0.15,0.268,2.6,11.6,7.1,27,1.8,0.5,10.8,15.6,1.9,0.9,2.9,0.121,-0.9,0.4,-0.5,0.4,jonestr01
2021-22,Tyus Jones,PG,25,MEM,73,1549,16.5,0.544,0.371,0.12,1.1,11,5.9,28.2,2,0.1,7.3,16.6,3.4,1.6,5.1,0.158,1.2,0.5,1.7,1.4,jonesty01
2021-22,DeAndre Jordan,C,33,TOT,48,622,17.2,0.641,0,0.28,14.7,31.4,23.1,4.9,0.9,5,18.7,13.9,0.9,1,1.9,0.145,-1.5,0.1,-1.4,0.1,jordade01
2021-22,DeAndre Jordan,C,33,LAL,32,408,17.5,0.657,0,0.292,13.5,31.8,22.7,4.5,1.2,5.7,17.3,12.8,0.7,0.6,1.3,0.153,-1.5,0.9,-0.6,0.2,jordade01
2021-22,DeAndre Jordan,C,33,PHI,16,214,16.5,0.615,0,0.259,17,30.8,24,5.6,0.5,3.8,21,16,0.3,0.3,0.6,0.131,-1.6,-1.4,-2.9,0,jordade01
2021-22,Cory Joseph,PG,30,DET,65,1600,11.4,0.579,0.393,0.283,1.9,10.3,5.9,21.8,1.3,1,15.9,14.3,1.7,0.8,2.5,0.075,-2,-0.1,-2.1,0,josepco01
2021-22,Georgios Kalaitzakis,SF,23,TOT,13,214,8.6,0.536,0.388,0.448,3,7.3,5.1,8.8,2.5,0.9,20,20.2,-0.3,0.2,-0.1,-0.024,-5.1,-1.9,-7,-0.3,kalaige01
2021-22,Georgios Kalaitzakis,SF,23,MIL,9,48,5.8,0.535,0.364,0.818,9,8.7,8.8,0,1,2,21.1,16.9,0,0,0,-0.01,-5.8,-2.1,-7.9,-0.1,kalaige01
2021-22,Georgios Kalaitzakis,SF,23,OKC,4,166,9.4,0.536,0.393,0.375,1.2,6.9,4,11.4,2.9,0.6,19.7,21.1,-0.2,0.2,-0.1,-0.028,-4.9,-1.9,-6.8,-0.2,kalaige01
2021-22,Frank Kaminsky,C,28,PHO,9,181,21.3,0.635,0.227,0.303,6.7,17.3,12.1,10.1,2.1,3.4,6.3,19,0.5,0.3,0.9,0.228,2.4,2.5,4.9,0.3,kaminfr01
2021-22,Luke Kennard,SG,25,LAC,70,1919,13.3,0.619,0.662,0.121,1.1,11.2,6.3,11.2,1.1,0.3,8.2,16.8,2.8,1.7,4.5,0.113,0.8,-0.3,0.5,1.2,kennalu01
2021-22,Braxton Key,SF,24,TOT,11,197,13.7,0.508,0.292,0.181,6.8,21.4,13.7,8.9,2.5,5,12.4,19.4,-0.1,0.3,0.2,0.052,-3.8,0.6,-3.3,-0.1,keybr01
2021-22,Braxton Key,SF,24,PHI,2,6,9,0.5,0.5,0,18.9,18.3,18.6,25.7,8.3,0,50,29.9,0,0,0,-0.169,-9.5,3.3,-6.2,0,keybr01
2021-22,Braxton Key,SF,24,DET,9,191,13.9,0.508,0.286,0.186,6.5,21.5,13.6,8.4,2.3,5.2,10.6,19,0,0.3,0.2,0.059,-3.7,0.5,-3.2,-0.1,keybr01
2021-22,George King,SF,28,DAL,4,19,-12.3,0.085,0.8,0.4,0,29.3,14.6,0,0,0,14.5,16.3,-0.1,0,-0.1,-0.296,-16.5,-3.5,-20.1,-0.1,kingge03
2021-22,Louis King,SF,22,SAC,10,104,8.1,0.438,0.574,0.213,0,12.7,6.3,12.5,0.9,0.8,0,21.2,0,0,0,0,-3,-1.6,-4.6,-0.1,kinglo02
2021-22,Corey Kispert,SF,22,WAS,77,1801,10.9,0.586,0.623,0.121,3.3,9.4,6.4,6.7,1,1,8.5,14.6,1.6,0.7,2.3,0.061,-0.8,-1.5,-2.3,-0.1,kispeco01
2021-22,Maxi Kleber,PF,30,DAL,59,1450,11,0.537,0.72,0.184,5.4,21.5,13.4,6.5,1,3.6,10.9,13.3,0.7,2.3,3,0.098,-1.6,1.2,-0.4,0.6,klebima01
2021-22,Brandon Knight,PG,30,DAL,5,65,13,0.561,0.68,0.32,0,13.7,6.8,18.6,0.8,0,12.3,22.5,0.1,0.1,0.1,0.091,-2.7,-1.9,-4.6,0,knighbr03
2021-22,Nathan Knight,PF,24,MIN,37,267,18.7,0.603,0.148,0.682,12.5,21.8,17.1,11.9,1.2,2.9,13.6,20.7,0.6,0.3,1,0.171,-0.7,0.1,-0.6,0.1,knighna01
2021-22,Kevin Knox,SF,22,TOT,30,222,10.9,0.491,0.635,0.259,6.8,14.8,10.7,6.5,0.9,0.8,6.9,20,0.1,0.2,0.2,0.047,-1.9,-2.2,-4.1,-0.1,knoxke01
2021-22,Kevin Knox,SF,22,NYK,13,111,11.6,0.529,0.7,0.25,7.6,13.8,10.7,4.2,0.9,0.9,10.1,19.5,0,0.1,0.1,0.062,0.5,-1.9,-1.4,0,knoxke01
2021-22,Kevin Knox,SF,22,ATL,17,111,10.1,0.457,0.578,0.267,5.9,15.7,10.8,8.8,0.9,0.8,3.8,20.6,0,0.1,0.1,0.031,-4.4,-2.5,-6.9,-0.1,knoxke01
